"","SampleName","Methods","Nhat","SE_low","SE_high","CI_lb","CI_ub"
"761","415","ChaoBunge2002",-857,-1172.74566971066,-541.254330289344,-357,-1617
"762","415","ACE-1",2368,2130.99109166847,2605.00890833153,1429,1810
"763","416","Chao1984",1209,1133.79782321676,1284.20217678324,1083,1381
"764","416","ChaoBunge2002",3128,1678.88926499955,4577.11073500045,1483,7772
"765","416","ACE-1",1409,1305.98236459463,1512.01763540537,1075,1293
"766","449","Chao1984",1085,1002.36944667352,1167.63055332648,949,1276
"767","449","ChaoBunge2002",-4564,-11333.6180183783,2205.61801837831,-219,-36426
"768","449","ACE-1",1395,1262.88678895446,1527.11321104554,961,1208
"769","450","Chao1984",1069,995.073924176993,1142.92607582301,946,1240
"770","450","ChaoBunge2002",-8276,-27994.6638821135,11442.6638821135,-148,-121260
"771","450","ACE-1",1413,1283.84144139514,1542.15855860486,988,1234
"772","451","Chao1984",1012,940.28539852851,1083.71460147149,895,1180
"773","451","ChaoBunge2002",4116,119.46715940774,8112.53284059226,1100,21236
"774","451","ACE-1",1193,1095.40316272904,1290.59683727096,885,1081
"775","452","Chao1984",1032,960.496711145397,1103.5032888546,914,1197
"776","452","ChaoBunge2002",-22178,-161601.961898946,117245.961898946,-64,-962658
"777","452","ACE-1",1340,1219.21856898755,1460.78143101245,947,1179
"778","453","Chao1984",952,888.949151966912,1015.05084803309,848,1098
"779","453","ChaoBunge2002",3392,807.313943310719,5976.68605668928,1124,13420
"780","453","ACE-1",1159,1065.07260302649,1252.92739697351,861,1052
"781","454","Chao1984",826,774.628497590396,877.371502409604,742,946
"782","454","ChaoBunge2002",1843,1100.98584319755,2585.01415680245,964,4140
"783","454","ACE-1",1002,920.388829872433,1083.61117012757,769,944
"784","455","Chao1984",948,882.139164286691,1013.86083571331,840,1101
"785","455","ChaoBunge2002",20072,-97103.2728378158,137247.272837816,917,809842
"786","455","ACE-1",1218,1108.18292981174,1327.81707018826,869,1083
"787","456","Chao1984",931,871.00151538529,990.99848461471,832,1070
"788","456","ChaoBunge2002",2841,983.684206823433,4698.31579317657,1070,9638
"789","456","ACE-1",1141,1044.03187048768,1237.96812951232,857,1058
"790","457","Chao1984",813,759.148283007365,866.851716992635,726,940
"791","457","ChaoBunge2002",1892,1023.48142914648,2760.51857085352,916,4696
"792","457","ACE-1",970,888.900944409917,1051.09905559008,741,916
"793","458","Chao1984",903,846.964612680513,959.035387319487,811,1033
"794","458","ChaoBunge2002",2698,1133.94320587627,4262.05679412373,1109,8160
"795","458","ACE-1",1126,1034.55978967329,1217.44021032671,844,1033
"796","459","Chao1984",412,341.333529874487,482.666470125513,312,600
"797","459","ChaoBunge2002",-981,-2970.89121878921,1008.89121878921,35,-11463
"798","459","ACE-1",454,375.78429684984,532.21570315016,288,436
"799","460","Chao1984",295,253.258406180609,336.741593819391,236,406
"800","460","ChaoBunge2002",-568,-1374.64122453831,238.641224538315,17,-4110
"801","460","ACE-1",423,342.431175451208,503.568824548792,252,397
"802","461","Chao1984",852,796.723351770398,907.276648229602,762,982
"803","461","ChaoBunge2002",7372,-8716.1871255707,23460.1871255707,899,100320
"804","461","ACE-1",1126,1025.5986344672,1226.4013655328,811,1007
"805","462","Chao1984",568,489.595723096489,646.404276903511,450,765
"806","462","ChaoBunge2002",-308,-497.337218754626,-118.662781245374,-49,-827
"807","462","ACE-1",815,678.114490959682,951.885509040318,457,681
"808","463","Chao1984",289,244.354591151497,333.645408848503,226,409
"809","463","ChaoBunge2002",-623,-1639.63173033576,393.631730335761,24,-5429
"810","463","ACE-1",387,311.291196885263,462.708803114737,233,373
"811","464","Chao1984",882,821.556983595749,942.443016404251,783,1023
"812","464","ChaoBunge2002",4442,-731.666352907402,9615.6663529074,1010,28354
"813","464","ACE-1",1114,1016.94275572723,1211.05724427277,809,1003
"814","465","Chao1984",1229,1163.80741704194,1294.19258295806,1119,1377
"815","465","ChaoBunge2002",3668,1847.88886780939,5488.11113219061,1652,9617
"816","465","ACE-1",1539,1431.17467896425,1646.82532103575,1170,1394
"817","466","Chao1984",1094,1033.59245828367,1154.40754171633,993,1232
"818","466","ChaoBunge2002",2279,1579.28398743944,2978.71601256056,1360,4266
"819","466","ACE-1",1301,1212.1321310081,1389.8678689919,1014,1206
"820","467","Chao1984",1230,1176.33051895529,1283.66948104471,1139,1352
"821","467","ChaoBunge2002",2611,1934.47316938541,3287.52683061459,1671,4442
"822","467","ACE-1",1553,1456.75536918561,1649.24463081439,1223,1433
"823","468","Chao1984",1107,1046.47812697522,1167.52187302478,1006,1246
"824","468","ChaoBunge2002",2369,1611.04651176715,3126.95348823285,1384,4542
"825","468","ACE-1",1320,1230.11180465439,1409.88819534561,1028,1223
"826","469","Chao1984",832,774.641024013671,889.358975986329,739,967
"827","469","ChaoBunge2002",2207,1037.52130602425,3376.47869397575,973,6174
"828","469","ACE-1",999,915.696033408785,1082.30396659121,751,925
"829","470","Chao1984",751,710.831258182318,791.168741817682,685,845
"830","470","ChaoBunge2002",1536,1079.18717692649,1992.81282307351,938,2837
"831","470","ACE-1",951,878.127110193,1023.872889807,738,898
"832","471","Chao1984",850,800.426750044897,899.573249955103,769,965
"833","471","ChaoBunge2002",1984,1190.37463011496,2777.62536988504,1038,4430
"834","471","ACE-1",1053,969.975187763993,1136.02481223601,808,986
"835","472","Chao1984",771,714.547227146866,827.452772853134,680,904
"836","472","ChaoBunge2002",-7123,-28389.7424726743,14143.7424726743,-38,-137080
"837","472","ACE-1",1070,958.603168936316,1181.39683106368,735,946
"838","473","Chao1984",800,754.184015745732,845.815984254268,725,907
"839","473","ChaoBunge2002",1825,1136.52284358352,2513.47715641648,988,3912
"840","473","ACE-1",1004,924.449836441411,1083.55016355859,770,942
"841","474","Chao1984",1063,1002.07947930113,1123.92052069887,962,1203
"842","474","ChaoBunge2002",2733,1517.37908143319,3948.62091856681,1331,6578
"843","474","ACE-1",1292,1197.17534828815,1386.82465171185,991,1194
"844","475","Chao1984",598,547.771309094838,648.228690905162,518,718
"845","475","ChaoBunge2002",-2527,-6470.91808071493,1416.91808071493,-68,-21380
"846","475","ACE-1",882,772.577376843537,991.422623156463,577,780
"847","476","Chao1984",346,294.455510323605,397.544489676395,271,479
"848","476","ChaoBunge2002",-528,-1134.70131775329,78.7013177532855,-3,-2905
"849","476","ACE-1",486,390.009611310656,581.990388689344,286,467
"850","477","Chao1984",568,517.643769005216,618.356230994784,490,691
"851","477","ChaoBunge2002",1596,505.247170770588,2686.75282922941,604,5726
"852","477","ACE-1",678,607.862986690241,748.137013309759,493,640
"853","478","Chao1984",310,273.407088969374,346.592911030626,256,404
"854","478","ChaoBunge2002",-414,-816.165581996392,-11.8344180036081,-11,-1832
"855","478","ACE-1",522,420.151444057645,623.848555942355,300,478
"856","479","Chao1984",297,245.019860143555,348.980139856445,224,436
"857","479","ChaoBunge2002",-252,-491.36369727035,-12.6363027296495,3,-1058
"858","479","ACE-1",449,339.953251030808,558.046748969192,240,425
"859","480","Chao1984",1172,1106.62190275625,1237.37809724375,1063,1321
"860","480","ChaoBunge2002",2055,1575.72276978382,2534.27723021618,1375,3329
"861","480","ACE-1",1324,1240.41719323301,1407.58280676699,1054,1239
"862","481","Chao1984",1349,1266.67038025897,1431.32961974103,1209,1535
"863","481","ChaoBunge2002",-18234,-79410.5764080057,42942.5764080057,-246,-403271
"864","481","ACE-1",1803,1654.44616441171,1951.55383558829,1274,1561
"865","482","Chao1984",1176,1103.70373453628,1248.29626546372,1055,1342
"866","482","ChaoBunge2002",5923,-372.005085210843,12218.0050852108,1427,33803
"867","482","ACE-1",1467,1352.25241247136,1581.74758752864,1083,1315
"868","483","Chao1984",1006,939.388722900854,1072.61127709915,895,1159
"869","483","ChaoBunge2002",-14264,-70672.6444215096,42144.6444215095,-93,-379788
"870","483","ACE-1",1365,1240.83649053514,1489.16350946486,955,1193
"871","484","Chao1984",995,917.220061709747,1072.77993829025,869,1177
"872","484","ChaoBunge2002",7954,-9523.60209605417,25431.6020960542,961,109117
"873","484","ACE-1",1184,1078.86389454803,1289.13610545197,853,1060
"874","485","Chao1984",928,866.325367850604,989.674632149396,827,1071
"875","485","ChaoBunge2002",-17602,-110992.407844174,75788.4078441737,-59,-642779
"876","485","ACE-1",1270,1152.22066960403,1387.77933039597,889,1114
"877","486","Chao1984",1133,1037.20508695572,1228.79491304428,975,1355
"878","486","ChaoBunge2002",-1628,-2712.50642691814,-543.49357308186,-340,-4980
"879","486","ACE-1",1514,1355.55744699494,1672.44255300506,985,1268
"880","487","Chao1984",1229,1135.98559441675,1322.01440558325,1074,1442
"881","487","ChaoBunge2002",-1847,-3019.35676741507,-674.643232584926,-425,-5407
"882","487","ACE-1",1705,1536.92537985383,1873.07462014617,1115,1413
"883","488","Chao1984",1182,1089.08662072345,1274.91337927655,1028,1396
"884","488","ChaoBunge2002",-2406,-4342.27047770924,-469.729522290756,-386,-9032
"885","488","ACE-1",1563,1409.92055515797,1716.07944484203,1040,1316
"886","489","Chao1984",1050,969.742686488639,1130.25731351136,918,1237
"887","489","ChaoBunge2002",-4833,-12516.6780626867,2850.67806268673,-197,-42206
"888","489","ACE-1",1355,1226.14368199033,1483.85631800967,932,1173
"889","490","Chao1984",1209,1115.00086496732,1302.99913503268,1054,1426
"890","490","ChaoBunge2002",-4394,-9954.79895157237,1166.79895157237,-314,-28626
"891","490","ACE-1",1529,1386.3948131337,1671.6051868663,1047,1313
"892","491","Chao1984",1491,1376.13367329978,1605.86632670022,1298,1752
"893","491","ChaoBunge2002",-1267,-1801.12561455486,-732.874385445138,-477,-2635
"894","491","ACE-1",2149,1937.1763623456,2360.8236376544,1340,1697
"895","492","Chao1984",1060,986.48361596813,1133.51638403187,938,1229
"896","492","ChaoBunge2002",-3424,-7099.53452694209,251.534526942095,-334,-18109
"897","492","ACE-1",1484,1342.1535006736,1625.8464993264,1004,1266
"898","493","Chao1984",1157,1075.84073814103,1238.15926185897,1022,1343
"899","493","ChaoBunge2002",-3038,-5691.89838483806,-384.101615161938,-443,-12574
"900","493","ACE-1",1604,1454.94115141173,1753.05884858827,1078,1351
"901","494","Chao1984",1197,1117.57234741388,1276.42765258612,1064,1378
"902","494","ChaoBunge2002",-5097,-11505.0286835494,1311.02868354944,-395,-33019
"903","494","ACE-1",1636,1490.69998919471,1781.30001080529,1122,1393
"904","495","Chao1984",1695,1566.6683242465,1823.3316757535,1477,1984
"905","495","ChaoBunge2002",-1358,-1898.26702525247,-817.732974747533,-545,-2720
"906","495","ACE-1",2398,2168.27773943793,2627.72226056207,1507,1904
"907","496","Chao1984",1068,994.635737933896,1141.3642620661,946,1237
"908","496","ChaoBunge2002",-16633,-88069.8914629249,54803.8914629249,-104,-485074
"909","496","ACE-1",1399,1276.17091211315,1521.82908788685,981,1214
"910","513","Chao1984",926,875.537658640215,976.462341359785,843,1043
"911","513","ChaoBunge2002",1387,1142.66733467344,1631.33266532656,1022,2006
"912","513","ACE-1",1038,973.26314878714,1102.73685121286,845,993
"913","514","Chao1984",954,890.914389795616,1017.08561020438,851,1101
"914","514","ChaoBunge2002",2371,1276.11804118186,3465.88195881814,1137,5899
"915","514","ACE-1",1117,1031.50874940228,1202.49125059772,848,1026
"916","515","Chao1984",1188,1108.66592226262,1267.33407773738,1056,1370
"917","515","ChaoBunge2002",4686,601.272921553809,8770.72707844619,1364,21367
"918","515","ACE-1",1398,1288.31311304114,1507.68688695886,1043,1268
"919","516","Chao1984",939,891.973769673377,986.026230326623,861,1047
"920","516","ChaoBunge2002",1813,1336.31886761263,2289.68113238737,1159,3118
"921","516","ACE-1",1149,1070.26425453561,1227.73574546439,907,1081
"922","517","Chao1984",916,870.912195038459,961.087804961541,842,1021
"923","517","ChaoBunge2002",1368,1147.7048101593,1588.2951898407,1032,1916
"924","517","ACE-1",1055,990.665060428089,1119.33493957191,866,1016
"925","518","Chao1984",805,766.338541148974,843.661458851026,742,896
"926","518","ChaoBunge2002",1383,1083.74781744992,1682.25218255008,954,2170
"927","518","ACE-1",981,914.530583338841,1047.46941666116,788,937
"928","519","Chao1984",1086,1007.24406002978,1164.75593997022,957,1269
"929","519","ChaoBunge2002",5878,-2041.8219156695,13797.8219156695,1145,44585
"930","519","ACE-1",1283,1176.14345424413,1389.85654575587,940,1154
"931","520","Chao1984",852,797.97833119681,906.02166880319,764,979
"932","520","ChaoBunge2002",1911,1147.42957687306,2674.57042312694,1001,4264
"933","520","ACE-1",1017,937.369482176554,1096.63051782345,781,951
"934","521","Chao1984",678,645.329259172983,710.670740827017,625,755
"935","521","ChaoBunge2002",1014,849.038240349956,1178.96175965004,766,1429
"936","521","ACE-1",805,751.585274474032,858.414725525968,660,786
"937","522","Chao1984",884,833.103713298513,934.896286701487,802,1004
"938","522","ChaoBunge2002",1362,1089.98183607265,1634.01816392735,965,2066
"939","522","ACE-1",990,925.094411709963,1054.90558829004,801,949
"940","523","Chao1984",732,679.313575408422,784.686424591578,648,858
"941","523","ChaoBunge2002",1093,849.757232046554,1336.24276795345,752,1746
"942","523","ACE-1",789,730.191708254972,847.808291745028,629,763
"943","524","Chao1984",285,248.944968508372,321.055031491628,234,381
"944","524","ChaoBunge2002",-1926,-9131.44995315903,5279.44995315903,47,-47930
"945","524","ACE-1",391,323.960050511687,458.039949488313,249,375
"946","525","Chao1984",809,757.168093190781,860.831906809219,725,931
"947","525","ChaoBunge2002",1727,1075.12690133836,2378.87309866164,936,3707
"948","525","ACE-1",964,887.129311157548,1040.87068884245,742,907
"949","526","Chao1984",511,445.030309990117,576.969690009883,411,676
"950","526","ChaoBunge2002",-594,-1095.81671886648,-92.1832811335172,-51,-2265
"951","526","ACE-1",706,590.837952099437,821.162047900563,422,626
"952","527","Chao1984",336,269.620409763241,402.379590236759,245,517
"953","527","ChaoBunge2002",-338,-697.048041404285,21.048041404285,4,-1653
"954","527","ACE-1",410,324.038664878125,495.961335121875,233,385
"955","528","Chao1984",938,887.66319006344,988.33680993656,855,1055
"956","528","ChaoBunge2002",1504,1209.83271738927,1798.16728261073,1073,2263
"957","528","ACE-1",1081,1010.84431205237,1151.15568794763,871,1032
